,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01,2024-04-01,2024-05-01,2024-06-01,2024-07-01,2024-08-01,2024-09-01,2024-10-01,2024-11-01,2024-12-01
Котельничский муниципальный район,3,3,3,3,3,3,3,3,0,0,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Котласский муниципальный округ,2,2,2,2,0,0,0,4,4,4,4,4,4,4,4,4,4,11,11,11,11,11,11,11
Котовский муниципальный район,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,11,11,11,11,11,11,11
Коченевский муниципальный район,3,3,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,11,11,11,11,11,11
Кочковский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Кочубеевский муниципальный округ,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Кош-Агачский муниципальный район,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Кошехабльский муниципальный район,3,3,3,3,0,0,0,0,0,0,4,4,4,4,4,4,10,10,10,10,10,10,10,10
Кошкинский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Крапивинский муниципальный округ,3,3,0,0,0,0,0,0,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11
Краснобаковский муниципальный округ,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Красноборский муниципальный округ,3,3,3,0,0,0,0,0,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11
Красногвардейский муниципальный округ,0,0,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11
Красногорский муниципальный район,3,3,3,3,3,3,0,0,0,0,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Краснозерский муниципальный район,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Краснозоренский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Краснокамский муниципальный район,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,11,11,11
Краснокутский муниципальный район,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Краснооктябрьский муниципальный округ,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Краснопартизанский муниципальный район,3,3,3,3,3,3,3,3,7,7,4,4,4,4,4,11,11,11,11,11,11,11,11,11
Красносельский муниципальный район,3,3,0,0,0,0,7,7,7,7,7,4,4,4,4,4,11,11,11,11,11,11,11,11
Краснослободский муниципальный район,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Краснотуранский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Красночетайский муниципальный округ,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Красночикойский муниципальный район,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,11,11,11,11,11
Краснощёковский муниципальный район,3,3,3,3,3,3,3,0,0,0,0,7,7,7,7,7,11,11,11,11,11,11,11,11
Кривошеинский муниципальный район,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Кромской муниципальный район,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,11,11,11,11,11,11,10,10
Крутинский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11
Крутихинский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Кстовский муниципальный округ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,10
Кугарчинский муниципальный район,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,11
Куженерский муниципальный район,3,3,3,3,3,3,3,3,0,0,7,7,7,7,7,11,11,11,11,11,11,11,11,11
Кузоватовский муниципальный район,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Куйтунский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Кукморский муниципальный район,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,11,11,11,11,11
Кулундинский муниципальный район,3,3,3,0,0,0,0,0,0,0,7,7,7,7,7,7,4,4,11,11,11,11,11,11
Куменский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Кумылженский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Кунашакский муниципальный район,3,3,3,3,3,3,3,3,0,0,7,7,7,7,7,11,11,11,11,11,11,11,11,11
Купинский муниципальный район,3,3,3,3,3,0,0,0,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11
Курагинский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Куркинский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Курманаевский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Курский муниципальный округ,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Куртамышский муниципальный округ,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Курьинский муниципальный район,0,0,0,0,0,3,3,0,0,0,0,7,7,7,7,7,7,7,11,11,11,11,11,11
Кусинский муниципальный район,3,3,3,3,3,3,0,0,0,0,0,0,4,4,4,4,4,11,11,11,11,11,11,11
Кушнаренковский муниципальный район,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,11,11,11,11,11
Кызылский муниципальный район,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Кыринский муниципальный район,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Кытмановский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11
Кыштовский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Лаганский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Лазовский муниципальный округ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,11,11,11
Лаишевский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,10,5,5,5,5
Лахденпохский муниципальный район,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,11,11,11,11
Лебедянский муниципальный район,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,11,11,11,11,11,11,11
Лебяжьевский муниципальный округ,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Лев-Толстовский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11
Левокумский муниципальный округ,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11
Лежневский муниципальный район,3,3,3,3,3,3,3,0,0,0,0,7,7,7,7,7,7,7,11,11,11,11,11,11
Лениногорский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10
Лиманский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11
Ловозерский муниципальный район,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,11,11,11,11,11,11
Лодейнопольский муниципальный район,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,10,10,10,10,10,10,10,10
Локтевский муниципальный район,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Ломоносовский муниципальный район,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Лопатинский муниципальный район,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Лоухский муниципальный район,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,11,11,11,11,11,11
Лужский муниципальный район,2,2,5,5,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,10,10,10
Лукояновский муниципальный округ,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Лунинский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Лухский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Лысковский муниципальный округ,3,3,3,3,0,0,0,0,0,4,4,4,4,4,4,11,11,11,11,11,10,10,10,10
Лысогорский муниципальный район,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Любимский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Любинский муниципальный район,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,11,11,11,11,10,10
Любытинский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Людиновский муниципальный район,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,10,10,10,10,10,10,10
Лямбирский муниципальный район,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,10,10,10
Магдагачинский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Мазановский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Майкопский муниципальный район,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,10,10,10,10,10,10,10,10,10
Майминский муниципальный район,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10
Майнский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Майский муниципальный район,3,3,3,3,3,6,6,6,7,7,7,7,7,7,7,7,6,6,6,6,11,11,11,11
Макарьевский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Малмыжский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Малоархангельский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Маловишерский муниципальный район,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Малодербетовский муниципальный район,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,6,6,6,11,11,11,11,11
Малосердобинский муниципальный район,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Малоярославецкий муниципальный район,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,10,10,10,10,10,10
Мамадышский муниципальный район,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,11,11,11,11
Мамонтовский муниципальный район,3,3,0,0,0,0,0,0,0,0,0,7,7,7,7,11,11,11,11,11,11,11,11,11
Манский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Мантуровский муниципальный округ,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Мари-Турекский муниципальный район,3,3,3,3,3,3,0,0,0,0,0,7,7,7,7,7,11,11,11,11,11,11,11,11
Мариинский муниципальный округ,3,3,3,3,3,0,0,0,0,7,7,7,4,4,4,4,4,4,11,11,11,11,11,11
Мариинско-Посадский муниципальный округ,0,0,3,3,3,0,0,0,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11
Марксовский муниципальный район,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,11,11,11,11,10,10,10
Марьяновский муниципальный район,3,3,3,3,3,3,0,0,0,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11
Маслянинский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,10,10,11,11
Матвеевский муниципальный район,3,3,3,3,3,3,0,0,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11
Мегино-Кангаласский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Медведевский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,10
Медвежьегорский муниципальный район,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,11,11,11,11,11,11
Медынский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Междуреченский муниципальный округ,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Межевской муниципальный округ,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Мезенский муниципальный округ,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,11,11,11,11,11,11,11,11
Меленковский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Мелеузовский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10
Менделеевский муниципальный район,2,2,2,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,10,10,10,11,11
Мензелинский муниципальный район,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,10,10,10,11,11
Мечетлинский муниципальный район,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,11,11,11
Мещовский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Милославский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Мильковский муниципальный округ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Минераловодский муниципальный округ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10
Мирнинский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
Мишкинский муниципальный округ,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Мишкинский муниципальный район,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,11,11,11,11,11
Миякинский муниципальный район,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,11,11,11,11
Могойтуйский муниципальный район,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,10,10,10,10,1,1,1
Могочинский муниципальный округ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10
Моздокский муниципальный район,6,6,6,6,6,6,6,2,2,2,2,4,4,4,4,10,10,10,10,10,10,10,10,10
Мокроусовский муниципальный округ,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Мокшанский муниципальный район,0,0,3,3,0,0,0,0,4,4,7,7,4,4,4,4,11,11,11,11,11,11,11,11
Молчановский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Монастырщинский муниципальный район,0,0,0,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Моргаушский муниципальный округ,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,11,11,11
Мордовский муниципальный округ,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Моркинский муниципальный район,3,3,0,0,0,0,0,0,0,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11
Мосальский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Москаленский муниципальный район,3,3,3,3,3,3,0,0,0,0,0,0,7,7,7,7,11,11,11,11,11,11,11,11
Мотыгинский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,11,11,11,11,11,11
Мошковский муниципальный район,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,10,10,10,10,10
Муезерский муниципальный район,3,3,3,0,0,0,0,4,4,4,4,7,7,4,4,4,4,11,11,11,11,11,11,11
Муромцевский муниципальный район,3,3,3,3,3,3,3,0,0,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Муслюмовский муниципальный район,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,11,11,11,11
Мучкапский муниципальный округ,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Мышкинский муниципальный район,0,0,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Нагайбакский муниципальный район,3,3,3,3,3,3,0,0,0,0,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Нагорский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,11,11,11,11,11,11
Надеждинский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Называевский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Намский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Нанайский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,10,10
Наримановский муниципальный район,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10
Наровчатский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Неверкинский муниципальный район,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Нейский муниципальный округ,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Некоузский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Некрасовский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Немецкий национальный муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Нерчинский муниципальный район,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Нерюнгринский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Нефтегорский муниципальный район,3,3,3,0,0,0,0,0,0,0,0,4,4,4,4,4,4,11,11,11,11,11,11,11
Нефтекумский муниципальный округ,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Нефтеюганский муниципальный район,0,0,0,2,2,2,2,2,2,2,2,4,4,4,4,1,1,1,1,1,1,10,10,10
Нехаевский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Нижневартовский муниципальный район,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
Нижнеилимский муниципальный район,3,3,3,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,11,11,11,11,11,11
Нижнеингашский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Нижнекамский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10
Нижнеколымский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Нижнеломовский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Нижнеомский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Нижнесергинский муниципальный район,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Нижнетавдинский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Нижнеудинский муниципальный район,3,3,0,0,0,0,0,0,0,4,4,4,4,4,4,4,11,11,11,11,11,10,10,10
Никифоровский муниципальный округ,3,3,3,3,3,3,3,3,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11,11
Никольский муниципальный округ,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11
Никольский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11,11
Новгородский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10
Новичихинский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11
Новоалександровский муниципальный округ,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Новоаннинский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Новобурасский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Нововаршавский муниципальный район,3,3,3,3,3,3,3,3,0,0,7,7,7,7,7,11,11,11,11,11,11,11,11,11
Новодеревеньковский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Новодугинский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Новониколаевский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Новоорский муниципальный район,3,3,3,3,3,3,0,0,0,0,0,7,7,7,7,7,7,11,11,11,11,11,11,11
Новоселицкий муниципальный округ,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Новоселовский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Новосергиевский муниципальный район,3,3,3,3,0,0,0,0,0,0,7,7,7,7,11,11,11,11,11,11,11,11,11,11
Новосибирский муниципальный район,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,10,10,10,10,10,10,10,10
Новосильский муниципальный район,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Новосокольнический муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Новоспасский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11
Новоторъяльский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11
Новоузенский муниципальный район,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Новошешминский муниципальный район,3,3,3,3,3,0,0,0,0,0,7,7,7,7,7,4,4,4,4,11,11,11,11,11
Нолинский муниципальный район,3,3,3,3,0,0,0,0,0,7,7,7,7,7,7,4,4,11,11,11,11,11,11,11
Нукутский муниципальный район,3,3,3,3,3,3,3,0,0,0,7,7,7,7,7,11,11,11,11,11,11,11,11,11
Нуримановский муниципальный район,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,11,11,11,11,11,11
Нурлатский муниципальный район,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,11,11,11,11
Нюксенский муниципальный округ,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11
Нюрбинский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Нязепетровский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11
Няндомский муниципальный округ,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,10,10,10,10
Облученский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Одесский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11,11
Одоевский муниципальный район,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
Озинский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Оймяконский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Оконешниковский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11,11
Октябрьский муниципальный округ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,11,1,1,1
Окуловский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Олекминский муниципальный район,0,0,0,2,2,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1
Оленекский эвенкийский национальный муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Оловяннинский муниципальный район,3,3,0,0,0,0,0,0,0,0,0,7,7,7,7,1,1,1,1,1,11,11,11,11
Олонецкий муниципальный район,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,11,11,11,11,11,11,11
Ольгинский муниципальный округ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ольховский муниципальный район,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11
Ольхонский муниципальный район,0,0,0,0,3,3,3,4,4,4,4,4,4,4,4,4,4,11,11,11,11,11,11,11
Олюторский муниципальный район,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Омский муниципальный район,0,0,0,2,2,2,2,2,2,2,2,2,2,4,4,4,10,10,10,10,10,10,10,10
Омутинский муниципальный район,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11
Омутнинский муниципальный район,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,11,11,11,11,11,11
Онгудайский муниципальный район,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,11,11,11,11,11,11,11
Онежский муниципальный район,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,10,10,10,10,10,10
Ононский муниципальный округ,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
